"'1':41 '2':46 'agricultur':32,43,50 'commit':23 'commod':14 'countri':17 'democraci':20 'develop':16 'donat':11 'economi':33 'emerg':19 'enterpris':29 'expand':27,47 'food':4 'free':28 'inc':2 'increas':42 'introduc':25 'object':40 'primari':38 'product':44,51 'program':7,35 'progress':6 'provid':8 'strateg':39 'technoserv':1 'trade':48 'two':37 'u.s':13",'-2015':3 '-680':2 '/017-00-d':4 'fcc':1,'inc':2 'technoserv':1,101911808,2019-09-21,2018-10-03,2019,05,C,69669664,grant,43960000.80,43960000.80,,,25M..100M,FCC-680-2015/017-00-D,,,43960000.80,0.00,0.00,THE FOOD FOR PROGRESS PROGRAM PROVIDES FOR THE DONATION OF U.S. COMMODITIES TO DEVELOPING COUNTRIES AND EMERGING DEMOCRACIES THAT ARE COMMITTED TO INTRODUCING OR EXPANDING FREE ENTERPRISE IN THEIR AGRICULTURAL ECONOMIES. THE PROGRAM HAS TWO PRIMARY STRATEGIC OBJECTIVES: (1) INCREASE AGRICULTURAL PRODUCTIVITY AND (2) EXPAND TRADE OF AGRICULTURAL PRODUCTS.,4,BEN,BENIN,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,98,20036,,,,,,,,,10.606,Food for Progress,142889944,f68bd5e9-4581-b943-76f4-930df4cdfbd0,"TECHNOSERVE, INC.",072146293,072146293,{nonprofit},154,154,Department of Agriculture,Department of Agriculture,Foreign Agricultural Service,Foreign Agricultural Service,USDA,USDA,FAS,FAS
"'488190':4 'accessori':17 'activ':7 'air':9 'aircraft':14 'aviat':2 'compon':15 'dc':28 'equip':13 'helicopt':18 'inc':3 'maint/repair/rebuild':11 'mainten':19 'park':25 'polic':26 'servic':20 'summit':1 'support':6,22 'transport':10 'u.s':24 'washington':27",'140d8019f0245':1,'aviat':2 'inc':3 'summit':1,106102857,2018-11-11,2018-11-11,2019,C,,73547811,contract,100870.55,100870.55,,,<1M,,,140D8019F0245,100870.55,0.00,0.00,"HELICOPTER MAINTENANCE SERVICES IN SUPPORT OF U.S PARK POLICE, WASHINGTON DC",0,USA,UNITED STATES,DE,003,NEW CASTLE,19709,00,USA,UNITED STATES,DE,003,NEW CASTLE,00,19709,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,A,,,148494903,c65aefe1-f6dc-dba9-6689-ef7675601b91,SUMMIT AVIATION INC,004792719,828932710,"{corporate_entity_not_tax_exempt,category_business,special_designations,other_than_small_business,us_owned_business}",214,214,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"",""
"'339112':4 'allyn':2,18 'equip':14 'health':24 'inc':3,19 'instrument':8,13 'manufactur':9 'medic':7,10,20 'sfsu':25 'suppli':16,21 'surgic':5,12 'welch':1,17 'women':22",'75h70719f05006':1,'allyn':2 'inc':3 'welch':1,106098616,2018-11-11,2018-11-11,2019,A,,73544653,contract,15000.00,15000.00,,,<1M,,,75H70719F05006,15000.00,0.00,0.00,WELCH ALLYN INC. - MEDICAL SUPPLIES WOMEN'S HEALTH - SFSU,0,USA,UNITED STATES,NM,049,SANTA FE,87505,03,USA,UNITED STATES,NY,067,ONONDAGA,24,13153,339112,Surgical and Medical Instrument Manufacturing,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",AWARD,J,,A,,,148490662,db7b888c-6458-eaad-691f-1eb96fd19019,"WELCH ALLYN, INC.",198227881,050656982,"{corporate_entity_not_tax_exempt,category_business,special_designations,other_than_small_business,us_owned_business}",828,828,Department of Health and Human Services,Department of Health and Human Services,Indian Health Service,Indian Health Service,HHS,HHS,IHS,IHS
'561110':4 '9':15 'administr':6 'awarde':3 'cairn':17 'foreign':2 'hotel':19 'hotel/motel':11 'lodg':10 'miscellan':1 'offic':5 'order':14 'pullman':18 'servic':7 'task':13 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12 'usss':20 'vvip':16,'19as2019f0035':1,'awarde':3 'foreign':2 'miscellan':1,106102874,2018-11-11,2018-11-11,2019,C,,73547815,contract,56224.65,56224.65,,,<1M,,,19AS2019F0035,56224.65,0.00,0.00,USG TASK ORDER #9 VVIP CAIRNS PULLMAN HOTEL - USSS,0,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494920,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
"'488190':4 'accessori':17 'activ':7 'air':2,9 'aircraft':14,19 'compon':15 'equip':13 'fleet':18 'inc':3 'maint/repair/rebuild':11 'mainten':20 'repair':22 'support':6 'transport':10 'turbo':1",'140d8019f0246':1,'air':2 'inc':3 'turbo':1,106102858,2018-11-11,2018-11-11,2019,C,,73547812,contract,128575.95,128575.95,,,<1M,,,140D8019F0246,128575.95,0.00,0.00,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,ID,001,ADA,83705,01,USA,UNITED STATES,ID,001,ADA,01,83705,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,148494904,0ccc0e7a-0357-1736-dc96-b87e81efa907,TURBO AIR INC,009671421,009671421,"{small_business,us_owned_business,veteran_owned_business,corporate_entity_not_tax_exempt,category_business,special_designations}",214,214,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"",""
"'488190':4 'accessori':17 'activ':7 'air':9 'aircraft':14,19 'brainerd':1 'compon':15 'equip':13 'fleet':18 'helicopt':2 'inc':3 'maint/repair/rebuild':11 'mainten':20 'repair':22 'support':6 'transport':10",'140d8019f0240':1,'brainerd':1 'helicopt':2 'inc':3,106102852,2018-11-11,2018-11-11,2019,C,,73547806,contract,28200.04,28200.04,,,<1M,,,140D8019F0240,28200.04,0.00,0.00,FLEET AIRCRAFT MAINTENANCE AND REPAIRS,0,USA,UNITED STATES,FL,069,LAKE,34788,11,USA,UNITED STATES,FL,069,LAKE,11,34788,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,D,,,148494898,09758a0f-ae57-f944-a159-acca0ec3f73f,"BRAINERD HELICOPTERS, INC.",152799920,152799920,"{small_business,special_designations,us_owned_business,veteran_owned_business,corporate_entity_not_tax_exempt,category_business,subchapter_s_corporation}",214,214,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"",""
"'1':19,23 '13':24 '19as2019f0010':14 '561110':4 'administr':6 'awarde':3 'cairn':21 'foreign':2 'hilton':17 'hotel':20 'hotel/motel':11 'lodg':10 'miscellan':1 'nov':22 'offic':5 'order':13 'pr7843557':15 'servic':7 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12 'vvip':16",'19as2019f0020':1,'awarde':3 'foreign':2 'miscellan':1,106102870,2018-11-11,2018-11-11,2019,C,D,73538395,contract,0.00,0.00,,,<1M,,,19AS2019F0020,0.00,0.00,0.00,USG ORDER 19AS2019F0010  PR7843557 VVIP HILTON TO#1 HOTEL CAIRNS NOV 1- 13,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494916,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
'19as2019f0021':15 '2':19 '561110':4 'administr':6 'awarde':3 'cairn':18 'foreign':2 'harbour':16 'hotel/motel':11 'light':17 'lodg':10 'miscellan':1 'offic':5 'order':14 'servic':7 'task':13 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12,'19as2019f0022':1,'awarde':3 'foreign':2 'miscellan':1,106102871,2018-11-11,2018-11-11,2019,C,D,73538396,contract,0.00,19832.24,,,<1M,,,19AS2019F0022,0.00,0.00,0.00,USG TASK ORDER 19AS2019F0021 HARBOUR LIGHTS CAIRNS #2,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494917,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
'541519':6 'adp':12 'comput':8 'enterpris':15 'grumman':2 'inc':5 'inform':3 'lifecycl':17 'manag':18 'northrop':1 'relat':9 'servic':10 'support':19 'svcs':14 'system':16 'technolog':4 'telecommun':13,'hhsf223200950009i':1,'grumman':2 'inc':5 'inform':3 'northrop':1 'technolog':4,106098436,2018-11-11,2018-11-11,2019,,M,69202488,,0.00,25000.00,,,<1M,,,HHSF223200950009I,0.00,0.00,0.00,ENTERPRISE SYSTEM LIFECYCLE MANAGEMENT SUPPORT,3,,,,,,,,USA,UNITED STATES,VA,059,FAIRFAX,08,22102,541519,Other Computer Related Services,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,IDV,1,NONE,A,,,148490482,0b8b29ca-67ae-1734-dd65-7744f8a1afbb,NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC,064677243,967356127,"{corporate_entity_not_tax_exempt,category_business,other_than_small_business}",825,825,Department of Health and Human Services,Department of Health and Human Services,Food and Drug Administration,Food and Drug Administration,HHS,HHS,FDA,FDA
"'488190':4 'accessori':17 'activ':7 'air':9 'aircraft':14 'aviat':2 'compon':15 'dc':28 'equip':13 'helicopt':18 'inc':3 'maint/repair/rebuild':11 'mainten':19 'park':25 'polic':26 'servic':20 'summit':1 'support':6,22 'transport':10 'u.s':24 'washington':27",'140d8019f0243':1,'aviat':2 'inc':3 'summit':1,106102855,2018-11-11,2018-11-11,2019,C,,73547809,contract,189102.08,189102.08,,,<1M,,,140D8019F0243,189102.08,0.00,0.00,"HELICOPTER MAINTENANCE SERVICES IN SUPPORT OF U.S PARK POLICE, WASHINGTON DC",0,USA,UNITED STATES,DE,003,NEW CASTLE,19709,00,USA,UNITED STATES,DE,003,NEW CASTLE,00,19709,488190,Other Support Activities for Air Transportation,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,AWARD,J,,A,,,148494901,c65aefe1-f6dc-dba9-6689-ef7675601b91,SUMMIT AVIATION INC,004792719,828932710,"{corporate_entity_not_tax_exempt,category_business,special_designations,other_than_small_business,us_owned_business}",214,214,Department of the Interior,Department of the Interior,Departmental Offices,Departmental Offices,DOI,DOI,"",""
'5':15 '561110':4 'administr':6 'awarde':3 'bus':18 'cairn':17 'charter':19 'foreign':2 'hotel/motel':11 'lodg':10 'miscellan':1 'offic':5 'order':14 'servic':7 'task':13 'transport':16 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'usg':12 'whca':20,'19as2019f0027':1,'awarde':3 'foreign':2 'miscellan':1,106102873,2018-11-11,2018-11-11,2019,C,D,73538399,contract,-4529.54,65029.18,,,<1M,,,19AS2019F0027,-4529.54,0.00,0.00,USG TASK ORDER #5 TRANSPORT CAIRNS BUS CHARTERS WHCA,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494919,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
"'1':15,21 '13':22 '561110':4 'administr':6 'awarde':3 'cairn':19 'foreign':2 'hilton':17 'hotel':18 'hotel/motel':11 'lodg':10 'miscellan':1 'nov':20 'offic':5 'order':14 'servic':7 'task':13 'transportation/travel/relocation-':8 'travel/lodging/recruitment':9 'vvip':12",'19as2019f0010':1,'awarde':3 'foreign':2 'miscellan':1,106102869,2018-11-11,2018-11-11,2019,C,D,73538393,contract,1200.58,79838.80,,,<1M,,,19AS2019F0010,1200.58,0.00,0.00,VVIP TASK ORDER #1 FOR HILTON HOTEL CAIRNS NOV 1- 13,P00001,AUS,AUSTRALIA,,,,,,USA,UNITED STATES,DC,001,DISTRICT OF COLUMBIA,00,20405,561110,Office Administrative Services,V231,"TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",AWARD,J,,A,,,148494915,b26f3534-8012-76c7-1b87-c1a5e7f287e5,MISCELLANEOUS FOREIGN AWARDEES,123456787,123456787,"{foreign_owned_and_located_business,category_business,special_designations,other_than_small_business}",315,315,Department of State,Department of State,Department of State,Department of State,DOS,DOS,DOS,DOS
